Offset [m],ETM Rotation [m/rad],ETM Phase [degrees],Total 1 [m/rad],Total 2 [m/rad],Total 3 [m/rad],Total 1 Phase [degrees],Total 2 Phase [degrees],Total 3 Phase [degrees]
-0.02936,2.936E-009,0,7.6842E-009,3.3783E-009,0.000000003,18.986,4.2439,0.48077
-0.02935,2.935E-009,0,7.6832E-009,3.3773E-009,0.000000003,18.989,4.2452,0.48093
-0.02934,2.934E-009,0,7.6823E-009,3.3763E-009,0.000000003,18.991,4.2464,0.48109
-0.02933,2.933E-009,0,7.6813E-009,3.3753E-009,0.000000003,18.994,4.2477,0.48126
-0.02932,2.932E-009,0,7.6804E-009,3.3743E-009,0.000000003,18.996,4.2489,0.48142
-0.02931,2.931E-009,0,7.6795E-009,3.3733E-009,0.000000003,18.999,4.2502,0.48158
-0.0293,2.93E-009,0,7.6785E-009,3.3723E-009,0.000000003,19.001,4.2514,0.48174
-0.02929,2.929E-009,0,7.6776E-009,3.3713E-009,0.000000003,19.003,4.2527,0.4819
-0.02928,2.928E-009,0,7.6766E-009,3.3703E-009,0.000000003,19.006,4.254,0.48207
-0.02927,2.927E-009,0,7.6757E-009,3.3693E-009,0.000000003,19.008,4.2552,0.48223
-0.02926,2.926E-009,0,7.6747E-009,3.3683E-009,0.000000003,19.011,4.2565,0.48239
-0.02925,2.925E-009,0,7.6738E-009,3.3673E-009,0.000000003,19.013,4.2577,0.48255
-0.02924,2.924E-009,0,7.6728E-009,3.3663E-009,0.000000003,19.016,4.259,0.48271
-0.02923,2.923E-009,0,7.6719E-009,3.3653E-009,0.000000003,19.018,4.2603,0.48288
-0.02922,2.922E-009,0,7.6709E-009,3.3643E-009,0.000000003,19.02,4.2615,0.48304
-0.02921,2.921E-009,0,7.67E-009,3.3633E-009,0.000000003,19.023,4.2628,0.4832
-0.0292,2.92E-009,0,7.6691E-009,3.3623E-009,0.000000003,19.025,4.2641,0.48337
-0.02919,2.919E-009,0,7.6681E-009,3.3613E-009,0.000000003,19.028,4.2653,0.48353
-0.02918,2.918E-009,0,7.6672E-009,3.3603E-009,0.000000003,19.03,4.2666,0.48369
-0.02917,2.917E-009,0,7.6662E-009,3.3593E-009,0.000000003,19.033,4.2679,0.48386
-0.02916,2.916E-009,0,7.6653E-009,3.3583E-009,0.000000003,19.035,4.2691,0.48402
-0.02915,2.915E-009,0,7.6643E-009,3.3573E-009,0.000000003,19.037,4.2704,0.48418
-0.02914,2.914E-009,0,7.6634E-009,3.3563E-009,0.000000003,19.04,4.2717,0.48435
-0.02913,2.913E-009,0,7.6624E-009,3.3553E-009,0.000000003,19.042,4.273,0.48451
-0.02912,2.912E-009,0,7.6615E-009,3.3543E-009,0.000000003,19.045,4.2742,0.48467
-0.02911,2.911E-009,0,7.6605E-009,3.3533E-009,0.000000003,19.047,4.2755,0.48484
-0.0291,2.91E-009,0,7.6596E-009,3.3523E-009,0.000000003,19.05,4.2768,0.485
-0.02909,2.909E-009,0,7.6587E-009,3.3514E-009,0.000000003,19.052,4.2781,0.48517
-0.02908,2.908E-009,0,7.6577E-009,3.3504E-009,0.000000003,19.055,4.2793,0.48533
-0.02907,2.907E-009,0,7.6568E-009,3.3494E-009,0.000000003,19.057,4.2806,0.4855
-0.02906,2.906E-009,0,7.6558E-009,3.3484E-009,2.9494E-009,19.059,4.2819,0.48566
-0.02905,2.905E-009,0,7.6549E-009,3.3474E-009,2.9484E-009,19.062,4.2832,0.48583
-0.02904,2.904E-009,0,7.6539E-009,3.3464E-009,2.9474E-009,19.064,4.2844,0.48599
-0.02903,2.903E-009,0,7.653E-009,3.3454E-009,2.9464E-009,19.067,4.2857,0.48616
-0.02902,2.902E-009,0,7.652E-009,3.3444E-009,2.9454E-009,19.069,4.287,0.48632
-0.02901,2.901E-009,0,7.6511E-009,3.3434E-009,2.9444E-009,19.072,4.2883,0.48649
-0.029,2.9E-009,0,7.6501E-009,3.3424E-009,2.9434E-009,19.074,4.2896,0.48665
-0.02899,2.899E-009,0,7.6492E-009,3.3414E-009,2.9424E-009,19.077,4.2908,0.48682
-0.02898,2.898E-009,0,7.6483E-009,3.3404E-009,2.9414E-009,19.079,4.2921,0.48698
-0.02897,2.897E-009,0,7.6473E-009,3.3394E-009,2.9404E-009,19.081,4.2934,0.48715
-0.02896,2.896E-009,0,7.6464E-009,3.3384E-009,2.9394E-009,19.084,4.2947,0.48731
-0.02895,2.895E-009,0,7.6454E-009,3.3374E-009,2.9384E-009,19.086,4.296,0.48748
-0.02894,2.894E-009,0,7.6445E-009,3.3364E-009,2.9374E-009,19.089,4.2973,0.48764
-0.02893,2.893E-009,0,7.6435E-009,3.3354E-009,2.9364E-009,19.091,4.2986,0.48781
-0.02892,2.892E-009,0,7.6426E-009,3.3344E-009,2.9354E-009,19.094,4.2998,0.48798
-0.02891,2.891E-009,0,7.6416E-009,3.3334E-009,2.9344E-009,19.096,4.3011,0.48814
-0.0289,2.89E-009,0,7.6407E-009,3.3324E-009,2.9334E-009,19.099,4.3024,0.48831
-0.02889,2.889E-009,0,7.6398E-009,3.3314E-009,2.9324E-009,19.101,4.3037,0.48848
-0.02888,2.888E-009,0,7.6388E-009,3.3304E-009,2.9314E-009,19.104,4.305,0.48864
-0.02887,2.887E-009,0,7.6379E-009,3.3294E-009,2.9304E-009,19.106,4.3063,0.48881
-0.02886,2.886E-009,0,7.6369E-009,3.3284E-009,2.9294E-009,19.108,4.3076,0.48898
-0.02885,2.885E-009,0,7.636E-009,3.3274E-009,2.9284E-009,19.111,4.3089,0.48914
-0.02884,2.884E-009,0,7.635E-009,3.3264E-009,2.9274E-009,19.113,4.3102,0.48931
-0.02883,2.883E-009,0,7.6341E-009,3.3254E-009,2.9264E-009,19.116,4.3115,0.48948
-0.02882,2.882E-009,0,7.6331E-009,3.3244E-009,2.9254E-009,19.118,4.3128,0.48965
-0.02881,2.881E-009,0,7.6322E-009,3.3234E-009,2.9244E-009,19.121,4.3141,0.48981
-0.0288,2.88E-009,0,7.6312E-009,3.3224E-009,2.9234E-009,19.123,4.3154,0.48998
-0.02879,2.879E-009,0,7.6303E-009,3.3214E-009,2.9224E-009,19.126,4.3167,0.49015
-0.02878,2.878E-009,0,7.6294E-009,3.3204E-009,2.9214E-009,19.128,4.318,0.49032
-0.02877,2.877E-009,0,7.6284E-009,3.3194E-009,2.9204E-009,19.131,4.3193,0.49048
-0.02876,2.876E-009,0,7.6275E-009,3.3184E-009,2.9194E-009,19.133,4.3206,0.49065
-0.02875,2.875E-009,0,7.6265E-009,3.3174E-009,2.9184E-009,19.136,4.3219,0.49082
-0.02874,2.874E-009,0,7.6256E-009,3.3164E-009,2.9174E-009,19.138,4.3232,0.49099
-0.02873,2.873E-009,0,7.6246E-009,3.3155E-009,2.9164E-009,19.14,4.3245,0.49116
-0.02872,2.872E-009,0,7.6237E-009,3.3145E-009,2.9154E-009,19.143,4.3258,0.49132
-0.02871,2.871E-009,0,7.6227E-009,3.3135E-009,2.9144E-009,19.145,4.3271,0.49149
-0.0287,2.87E-009,0,7.6218E-009,3.3125E-009,2.9134E-009,19.148,4.3284,0.49166
-0.02869,2.869E-009,0,7.6209E-009,3.3115E-009,2.9124E-009,19.15,4.3297,0.49183
-0.02868,2.868E-009,0,7.6199E-009,3.3105E-009,2.9114E-009,19.153,4.331,0.492
-0.02867,2.867E-009,0,7.619E-009,3.3095E-009,2.9104E-009,19.155,4.3323,0.49217
-0.02866,2.866E-009,0,7.618E-009,3.3085E-009,2.9094E-009,19.158,4.3336,0.49234
-0.02865,2.865E-009,0,7.6171E-009,3.3075E-009,2.9084E-009,19.16,4.3349,0.49251
-0.02864,2.864E-009,0,7.6161E-009,3.3065E-009,2.9074E-009,19.163,4.3362,0.49268
-0.02863,2.863E-009,0,7.6152E-009,3.3055E-009,2.9064E-009,19.165,4.3375,0.49285
-0.02862,2.862E-009,0,7.6142E-009,3.3045E-009,2.9054E-009,19.168,4.3388,0.49302
-0.02861,2.861E-009,0,7.6133E-009,3.3035E-009,2.9044E-009,19.17,4.3402,0.49319
-0.0286,2.86E-009,0,7.6124E-009,3.3025E-009,2.9034E-009,19.173,4.3415,0.49336
-0.02859,2.859E-009,0,7.6114E-009,3.3015E-009,2.9024E-009,19.175,4.3428,0.49353
-0.02858,2.858E-009,0,7.6105E-009,3.3005E-009,2.9014E-009,19.177,4.3441,0.4937
-0.02857,2.857E-009,0,7.6095E-009,3.2995E-009,2.9004E-009,19.18,4.3454,0.49387
-0.02856,2.856E-009,0,7.6086E-009,3.2985E-009,2.8994E-009,19.182,4.3467,0.49404
-0.02855,2.855E-009,0,7.6076E-009,3.2975E-009,2.8984E-009,19.185,4.348,0.49421
-0.02854,2.854E-009,0,7.6067E-009,3.2965E-009,2.8974E-009,19.187,4.3494,0.49438
-0.02853,2.853E-009,0,7.6057E-009,3.2955E-009,2.8964E-009,19.19,4.3507,0.49455
-0.02852,2.852E-009,0,7.6048E-009,3.2945E-009,2.8954E-009,19.192,4.352,0.49472
-0.02851,2.851E-009,0,7.6039E-009,3.2935E-009,2.8944E-009,19.195,4.3533,0.49489
-0.0285,2.85E-009,0,7.6029E-009,3.2925E-009,2.8934E-009,19.197,4.3546,0.49506
-0.02849,2.849E-009,0,7.602E-009,3.2915E-009,2.8924E-009,19.2,4.356,0.49523
-0.02848,2.848E-009,0,7.601E-009,3.2905E-009,2.8914E-009,19.202,4.3573,0.4954
-0.02847,2.847E-009,0,7.6001E-009,3.2895E-009,2.8904E-009,19.205,4.3586,0.49557
-0.02846,2.846E-009,0,7.5991E-009,3.2885E-009,2.8894E-009,19.207,4.3599,0.49575
-0.02845,2.845E-009,0,7.5982E-009,3.2875E-009,2.8884E-009,19.21,4.3613,0.49592
-0.02844,2.844E-009,0,7.5972E-009,3.2865E-009,2.8874E-009,19.212,4.3626,0.49609
-0.02843,2.843E-009,0,7.5963E-009,3.2855E-009,2.8864E-009,19.215,4.3639,0.49626
-0.02842,2.842E-009,0,7.5954E-009,3.2845E-009,2.8854E-009,19.217,4.3652,0.49643
-0.02841,2.841E-009,0,7.5944E-009,3.2835E-009,2.8844E-009,19.22,4.3666,0.49661
-0.0284,2.84E-009,0,7.5935E-009,3.2825E-009,2.8834E-009,19.222,4.3679,0.49678
-0.02839,2.839E-009,0,7.5925E-009,3.2815E-009,2.8824E-009,19.225,4.3692,0.49695
-0.02838,2.838E-009,0,7.5916E-009,3.2806E-009,2.8814E-009,19.227,4.3706,0.49712
-0.02837,2.837E-009,0,7.5906E-009,3.2796E-009,2.8804E-009,19.23,4.3719,0.49729
-0.02836,2.836E-009,0,7.5897E-009,3.2786E-009,2.8794E-009,19.232,4.3732,0.49747
-0.02835,2.835E-009,0,7.5887E-009,3.2776E-009,2.8784E-009,19.235,4.3746,0.49764
-0.02834,2.834E-009,0,7.5878E-009,3.2766E-009,2.8774E-009,19.237,4.3759,0.49781
-0.02833,2.833E-009,0,7.5869E-009,3.2756E-009,2.8764E-009,19.239,4.3772,0.49799
-0.02832,2.832E-009,0,7.5859E-009,3.2746E-009,2.8754E-009,19.242,4.3786,0.49816
-0.02831,2.831E-009,0,7.585E-009,3.2736E-009,2.8744E-009,19.244,4.3799,0.49833
-0.0283,2.83E-009,0,7.584E-009,3.2726E-009,2.8734E-009,19.247,4.3812,0.49851
-0.02829,2.829E-009,0,7.5831E-009,3.2716E-009,2.8724E-009,19.249,4.3826,0.49868
-0.02828,2.828E-009,0,7.5821E-009,3.2706E-009,2.8714E-009,19.252,4.3839,0.49885
-0.02827,2.827E-009,0,7.5812E-009,3.2696E-009,2.8704E-009,19.254,4.3852,0.49903
-0.02826,2.826E-009,0,7.5802E-009,3.2686E-009,2.8694E-009,19.257,4.3866,0.4992
-0.02825,2.825E-009,0,7.5793E-009,3.2676E-009,2.8684E-009,19.259,4.3879,0.49938
-0.02824,2.824E-009,0,7.5784E-009,3.2666E-009,2.8674E-009,19.262,4.3893,0.49955
-0.02823,2.823E-009,0,7.5774E-009,3.2656E-009,2.8664E-009,19.264,4.3906,0.49972
-0.02822,2.822E-009,0,7.5765E-009,3.2646E-009,2.8654E-009,19.267,4.392,0.4999
-0.02821,2.821E-009,0,7.5755E-009,3.2636E-009,2.8644E-009,19.269,4.3933,0.50007
-0.0282,2.82E-009,0,7.5746E-009,3.2626E-009,2.8634E-009,19.272,4.3946,0.50025
-0.02819,2.819E-009,0,7.5736E-009,3.2616E-009,2.8624E-009,19.274,4.396,0.50042
-0.02818,2.818E-009,0,7.5727E-009,3.2606E-009,2.8614E-009,19.277,4.3973,0.5006
-0.02817,2.817E-009,0,7.5718E-009,3.2596E-009,2.8604E-009,19.279,4.3987,0.50077
-0.02816,2.816E-009,0,7.5708E-009,3.2586E-009,2.8594E-009,19.282,4.4,0.50095
-0.02815,2.815E-009,0,7.5699E-009,3.2576E-009,2.8584E-009,19.284,4.4014,0.50112
-0.02814,2.814E-009,0,7.5689E-009,3.2566E-009,2.8574E-009,19.287,4.4027,0.5013
-0.02813,2.813E-009,0,7.568E-009,3.2556E-009,2.8564E-009,19.289,4.4041,0.50147
-0.02812,2.812E-009,0,7.567E-009,3.2546E-009,2.8554E-009,19.292,4.4054,0.50165
-0.02811,2.811E-009,0,7.5661E-009,3.2536E-009,2.8544E-009,19.294,4.4068,0.50182
-0.0281,2.81E-009,0,7.5651E-009,3.2526E-009,2.8534E-009,19.297,4.4081,0.502
-0.02809,2.809E-009,0,7.5642E-009,3.2516E-009,2.8524E-009,19.299,4.4095,0.50218
-0.02808,2.808E-009,0,7.5633E-009,3.2506E-009,2.8514E-009,19.302,4.4109,0.50235
-0.02807,2.807E-009,0,7.5623E-009,3.2496E-009,2.8504E-009,19.304,4.4122,0.50253
-0.02806,2.806E-009,0,7.5614E-009,3.2486E-009,2.8494E-009,19.307,4.4136,0.5027
-0.02805,2.805E-009,0,7.5604E-009,3.2476E-009,2.8484E-009,19.309,4.4149,0.50288
-0.02804,2.804E-009,0,7.5595E-009,3.2467E-009,2.8474E-009,19.312,4.4163,0.50306
-0.02803,2.803E-009,0,7.5585E-009,3.2457E-009,2.8464E-009,19.314,4.4176,0.50323
-0.02802,2.802E-009,0,7.5576E-009,3.2447E-009,2.8454E-009,19.317,4.419,0.50341
-0.02801,2.801E-009,0,7.5567E-009,3.2437E-009,2.8444E-009,19.319,4.4204,0.50359
-0.028,2.8E-009,0,7.5557E-009,3.2427E-009,2.8434E-009,19.322,4.4217,0.50377
-0.02799,2.799E-009,0,7.5548E-009,3.2417E-009,2.8424E-009,19.324,4.4231,0.50394
-0.02798,2.798E-009,0,7.5538E-009,3.2407E-009,2.8414E-009,19.327,4.4245,0.50412
-0.02797,2.797E-009,0,7.5529E-009,3.2397E-009,2.8404E-009,19.329,4.4258,0.5043
-0.02796,2.796E-009,0,7.5519E-009,3.2387E-009,2.8394E-009,19.332,4.4272,0.50448
-0.02795,2.795E-009,0,7.551E-009,3.2377E-009,2.8384E-009,19.334,4.4285,0.50465
-0.02794,2.794E-009,0,7.55E-009,3.2367E-009,2.8374E-009,19.337,4.4299,0.50483
-0.02793,2.793E-009,0,7.5491E-009,3.2357E-009,2.8364E-009,19.34,4.4313,0.50501
-0.02792,2.792E-009,0,7.5482E-009,3.2347E-009,2.8354E-009,19.342,4.4327,0.50519
-0.02791,2.791E-009,0,7.5472E-009,3.2337E-009,2.8344E-009,19.345,4.434,0.50537
-0.0279,2.79E-009,0,7.5463E-009,3.2327E-009,2.8334E-009,19.347,4.4354,0.50554
-0.02789,2.789E-009,0,7.5453E-009,3.2317E-009,2.8324E-009,19.35,4.4368,0.50572
-0.02788,2.788E-009,0,7.5444E-009,3.2307E-009,2.8314E-009,19.352,4.4381,0.5059
-0.02787,2.787E-009,0,7.5434E-009,3.2297E-009,2.8304E-009,19.355,4.4395,0.50608
-0.02786,2.786E-009,0,7.5425E-009,3.2287E-009,2.8294E-009,19.357,4.4409,0.50626
-0.02785,2.785E-009,0,7.5416E-009,3.2277E-009,2.8284E-009,19.36,4.4423,0.50644
-0.02784,2.784E-009,0,7.5406E-009,3.2267E-009,2.8274E-009,19.362,4.4436,0.50662
-0.02783,2.783E-009,0,7.5397E-009,3.2257E-009,2.8264E-009,19.365,4.445,0.5068
-0.02782,2.782E-009,0,7.5387E-009,3.2247E-009,2.8254E-009,19.367,4.4464,0.50697
-0.02781,2.781E-009,0,7.5378E-009,3.2237E-009,2.8244E-009,19.37,4.4478,0.50715
-0.0278,2.78E-009,0,7.5368E-009,3.2227E-009,2.8234E-009,19.372,4.4491,0.50733
-0.02779,2.779E-009,0,7.5359E-009,3.2217E-009,2.8224E-009,19.375,4.4505,0.50751
-0.02778,2.778E-009,0,7.535E-009,3.2207E-009,2.8214E-009,19.377,4.4519,0.50769
-0.02777,2.777E-009,0,7.534E-009,3.2197E-009,2.8204E-009,19.38,4.4533,0.50787
-0.02776,2.776E-009,0,7.5331E-009,3.2187E-009,2.8194E-009,19.382,4.4547,0.50805
-0.02775,2.775E-009,0,7.5321E-009,3.2177E-009,2.8184E-009,19.385,4.456,0.50823
-0.02774,2.774E-009,0,7.5312E-009,3.2167E-009,2.8174E-009,19.387,4.4574,0.50841
-0.02773,2.773E-009,0,7.5302E-009,3.2157E-009,2.8164E-009,19.39,4.4588,0.50859
-0.02772,2.772E-009,0,7.5293E-009,3.2147E-009,2.8154E-009,19.392,4.4602,0.50878
-0.02771,2.771E-009,0,7.5283E-009,3.2138E-009,2.8144E-009,19.395,4.4616,0.50896
-0.0277,2.77E-009,0,7.5274E-009,3.2128E-009,2.8134E-009,19.397,4.463,0.50914
-0.02769,2.769E-009,0,7.5265E-009,3.2118E-009,2.8124E-009,19.4,4.4644,0.50932
-0.02768,2.768E-009,0,7.5255E-009,3.2108E-009,2.8114E-009,19.403,4.4658,0.5095
-0.02767,2.767E-009,0,7.5246E-009,3.2098E-009,2.8104E-009,19.405,4.4671,0.50968
-0.02766,2.766E-009,0,7.5236E-009,3.2088E-009,2.8094E-009,19.408,4.4685,0.50986
-0.02765,2.765E-009,0,7.5227E-009,3.2078E-009,2.8084E-009,19.41,4.4699,0.51004
-0.02764,2.764E-009,0,7.5217E-009,3.2068E-009,2.8074E-009,19.413,4.4713,0.51023
-0.02763,2.763E-009,0,7.5208E-009,3.2058E-009,2.8064E-009,19.415,4.4727,0.51041
-0.02762,2.762E-009,0,7.5199E-009,3.2048E-009,2.8054E-009,19.418,4.4741,0.51059
-0.02761,2.761E-009,0,7.5189E-009,3.2038E-009,2.8044E-009,19.42,4.4755,0.51077
-0.0276,2.76E-009,0,7.518E-009,3.2028E-009,2.8034E-009,19.423,4.4769,0.51095
-0.02759,2.759E-009,0,7.517E-009,3.2018E-009,2.8024E-009,19.425,4.4783,0.51114
-0.02758,2.758E-009,0,7.5161E-009,3.2008E-009,2.8014E-009,19.428,4.4797,0.51132
-0.02757,2.757E-009,0,7.5151E-009,3.1998E-009,2.8004E-009,19.43,4.4811,0.5115
-0.02756,2.756E-009,0,7.5142E-009,3.1988E-009,2.7994E-009,19.433,4.4825,0.51168
-0.02755,2.755E-009,0,7.5133E-009,3.1978E-009,2.7984E-009,19.435,4.4839,0.51187
-0.02754,2.754E-009,0,7.5123E-009,3.1968E-009,2.7974E-009,19.438,4.4853,0.51205
-0.02753,2.753E-009,0,7.5114E-009,3.1958E-009,2.7964E-009,19.441,4.4867,0.51223
-0.02752,2.752E-009,0,7.5104E-009,3.1948E-009,2.7954E-009,19.443,4.4881,0.51242
-0.02751,2.751E-009,0,7.5095E-009,3.1938E-009,2.7944E-009,19.446,4.4895,0.5126
-0.0275,2.75E-009,0,7.5085E-009,3.1928E-009,2.7934E-009,19.448,4.4909,0.51278
-0.02749,2.749E-009,0,7.5076E-009,3.1918E-009,2.7924E-009,19.451,4.4923,0.51297
-0.02748,2.748E-009,0,7.5067E-009,3.1908E-009,2.7914E-009,19.453,4.4937,0.51315
-0.02747,2.747E-009,0,7.5057E-009,3.1898E-009,2.7904E-009,19.456,4.4951,0.51333
-0.02746,2.746E-009,0,7.5048E-009,3.1888E-009,2.7894E-009,19.458,4.4965,0.51352
-0.02745,2.745E-009,0,7.5038E-009,3.1878E-009,2.7884E-009,19.461,4.4979,0.5137
-0.02744,2.744E-009,0,7.5029E-009,3.1868E-009,2.7874E-009,19.463,4.4993,0.51389
-0.02743,2.743E-009,0,7.5019E-009,3.1858E-009,2.7864E-009,19.466,4.5008,0.51407
-0.02742,2.742E-009,0,7.501E-009,3.1848E-009,2.7854E-009,19.469,4.5022,0.51426
-0.02741,2.741E-009,0,7.5001E-009,3.1838E-009,2.7844E-009,19.471,4.5036,0.51444
-0.0274,2.74E-009,0,7.4991E-009,3.1828E-009,2.7834E-009,19.474,4.505,0.51462
-0.02739,2.739E-009,0,7.4982E-009,3.1818E-009,2.7824E-009,19.476,4.5064,0.51481
-0.02738,2.738E-009,0,7.4972E-009,3.1809E-009,2.7814E-009,19.479,4.5078,0.51499
-0.02737,2.737E-009,0,7.4963E-009,3.1799E-009,2.7804E-009,19.481,4.5092,0.51518
-0.02736,2.736E-009,0,7.4953E-009,3.1789E-009,2.7794E-009,19.484,4.5107,0.51537
-0.02735,2.735E-009,0,7.4944E-009,3.1779E-009,2.7784E-009,19.486,4.5121,0.51555
-0.02734,2.734E-009,0,7.4935E-009,3.1769E-009,2.7774E-009,19.489,4.5135,0.51574
-0.02733,2.733E-009,0,7.4925E-009,3.1759E-009,2.7764E-009,19.491,4.5149,0.51592
-0.02732,2.732E-009,0,7.4916E-009,3.1749E-009,2.7754E-009,19.494,4.5163,0.51611
-0.02731,2.731E-009,0,7.4906E-009,3.1739E-009,2.7744E-009,19.497,4.5178,0.51629
-0.0273,2.73E-009,0,7.4897E-009,3.1729E-009,2.7734E-009,19.499,4.5192,0.51648
-0.02729,2.729E-009,0,7.4887E-009,3.1719E-009,2.7724E-009,19.502,4.5206,0.51667
-0.02728,2.728E-009,0,7.4878E-009,3.1709E-009,2.7714E-009,19.504,4.522,0.51685
-0.02727,2.727E-009,0,7.4869E-009,3.1699E-009,2.7704E-009,19.507,4.5235,0.51704
-0.02726,2.726E-009,0,7.4859E-009,3.1689E-009,2.7694E-009,19.509,4.5249,0.51723
-0.02725,2.725E-009,0,7.485E-009,3.1679E-009,2.7684E-009,19.512,4.5263,0.51741
-0.02724,2.724E-009,0,7.484E-009,3.1669E-009,2.7674E-009,19.514,4.5277,0.5176
-0.02723,2.723E-009,0,7.4831E-009,3.1659E-009,2.7664E-009,19.517,4.5292,0.51779
-0.02722,2.722E-009,0,7.4821E-009,3.1649E-009,2.7654E-009,19.52,4.5306,0.51797
-0.02721,2.721E-009,0,7.4812E-009,3.1639E-009,2.7644E-009,19.522,4.532,0.51816
-0.0272,2.72E-009,0,7.4803E-009,3.1629E-009,2.7634E-009,19.525,4.5335,0.51835
-0.02719,2.719E-009,0,7.4793E-009,3.1619E-009,2.7624E-009,19.527,4.5349,0.51854
-0.02718,2.718E-009,0,7.4784E-009,3.1609E-009,2.7614E-009,19.53,4.5363,0.51872
-0.02717,2.717E-009,0,7.4774E-009,3.1599E-009,2.7604E-009,19.532,4.5378,0.51891
-0.02716,2.716E-009,0,7.4765E-009,3.1589E-009,2.7594E-009,19.535,4.5392,0.5191
-0.02715,2.715E-009,0,7.4755E-009,3.1579E-009,2.7584E-009,19.537,4.5406,0.51929
-0.02714,2.714E-009,0,7.4746E-009,3.1569E-009,2.7574E-009,19.54,4.5421,0.51948
-0.02713,2.713E-009,0,7.4737E-009,3.1559E-009,2.7564E-009,19.543,4.5435,0.51967
-0.02712,2.712E-009,0,7.4727E-009,3.1549E-009,2.7554E-009,19.545,4.5449,0.51985
-0.02711,2.711E-009,0,7.4718E-009,3.1539E-009,2.7544E-009,19.548,4.5464,0.52004
-0.0271,2.71E-009,0,7.4708E-009,3.1529E-009,2.7534E-009,19.55,4.5478,0.52023
-0.02709,2.709E-009,0,7.4699E-009,3.1519E-009,2.7524E-009,19.553,4.5493,0.52042
-0.02708,2.708E-009,0,7.469E-009,3.1509E-009,2.7514E-009,19.555,4.5507,0.52061
-0.02707,2.707E-009,0,7.468E-009,3.1499E-009,2.7504E-009,19.558,4.5521,0.5208
-0.02706,2.706E-009,0,7.4671E-009,3.149E-009,2.7494E-009,19.561,4.5536,0.52099
-0.02705,2.705E-009,0,7.4661E-009,3.148E-009,2.7484E-009,19.563,4.555,0.52118
-0.02704,2.704E-009,0,7.4652E-009,3.147E-009,2.7474E-009,19.566,4.5565,0.52137
-0.02703,2.703E-009,0,7.4642E-009,3.146E-009,2.7464E-009,19.568,4.5579,0.52156
-0.02702,2.702E-009,0,7.4633E-009,3.145E-009,2.7454E-009,19.571,4.5594,0.52175
-0.02701,2.701E-009,0,7.4624E-009,3.144E-009,2.7444E-009,19.573,4.5608,0.52194
-0.027,2.7E-009,0,7.4614E-009,3.143E-009,2.7434E-009,19.576,4.5623,0.52213
-0.02699,2.699E-009,0,7.4605E-009,3.142E-009,2.7424E-009,19.579,4.5637,0.52232
-0.02698,2.698E-009,0,7.4595E-009,3.141E-009,2.7414E-009,19.581,4.5652,0.52251
-0.02697,2.697E-009,0,7.4586E-009,3.14E-009,2.7404E-009,19.584,4.5666,0.5227
-0.02696,2.696E-009,0,7.4576E-009,3.139E-009,2.7394E-009,19.586,4.5681,0.52289
-0.02695,2.695E-009,0,7.4567E-009,3.138E-009,2.7384E-009,19.589,4.5695,0.52308
-0.02694,2.694E-009,0,7.4558E-009,3.137E-009,2.7374E-009,19.591,4.571,0.52327
-0.02693,2.693E-009,0,7.4548E-009,3.136E-009,2.7364E-009,19.594,4.5724,0.52346
-0.02692,2.692E-009,0,7.4539E-009,3.135E-009,2.7354E-009,19.597,4.5739,0.52366
-0.02691,2.691E-009,0,7.4529E-009,3.134E-009,2.7344E-009,19.599,4.5754,0.52385
-0.0269,2.69E-009,0,7.452E-009,3.133E-009,2.7334E-009,19.602,4.5768,0.52404
-0.02689,2.689E-009,0,7.4511E-009,3.132E-009,2.7324E-009,19.604,4.5783,0.52423
-0.02688,2.688E-009,0,7.4501E-009,3.131E-009,2.7314E-009,19.607,4.5797,0.52442
-0.02687,2.687E-009,0,7.4492E-009,3.13E-009,2.7304E-009,19.61,4.5812,0.52461
-0.02686,2.686E-009,0,7.4482E-009,3.129E-009,2.7294E-009,19.612,4.5827,0.52481
-0.02685,2.685E-009,0,7.4473E-009,3.128E-009,2.7284E-009,19.615,4.5841,0.525
-0.02684,2.684E-009,0,7.4463E-009,3.127E-009,2.7274E-009,19.617,4.5856,0.52519
-0.02683,2.683E-009,0,7.4454E-009,3.126E-009,2.7264E-009,19.62,4.5871,0.52538
-0.02682,2.682E-009,0,7.4445E-009,3.125E-009,2.7254E-009,19.622,4.5885,0.52558
-0.02681,2.681E-009,0,7.4435E-009,3.124E-009,2.7244E-009,19.625,4.59,0.52577
-0.0268,2.68E-009,0,7.4426E-009,3.123E-009,2.7234E-009,19.628,4.5915,0.52596
-0.02679,2.679E-009,0,7.4416E-009,3.122E-009,2.7224E-009,19.63,4.5929,0.52616
-0.02678,2.678E-009,0,7.4407E-009,3.121E-009,2.7214E-009,19.633,4.5944,0.52635
-0.02677,2.677E-009,0,7.4397E-009,3.12E-009,2.7204E-009,19.635,4.5959,0.52654
-0.02676,2.676E-009,0,7.4388E-009,3.119E-009,2.7194E-009,19.638,4.5973,0.52674
-0.02675,2.675E-009,0,7.4379E-009,3.1181E-009,2.7184E-009,19.641,4.5988,0.52693
-0.02674,2.674E-009,0,7.4369E-009,3.1171E-009,2.7174E-009,19.643,4.6003,0.52712
-0.02673,2.673E-009,0,7.436E-009,3.1161E-009,2.7164E-009,19.646,4.6018,0.52732
-0.02672,2.672E-009,0,7.435E-009,3.1151E-009,2.7154E-009,19.648,4.6032,0.52751
